DepartmentKey,Address,City,County,DepartmentName,DepartmentSpecialty,DepartmentType,PostalCode,CensusTract
3909,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3910,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3911,1500 SW 10th Ave,Topeka,SHAWNEE,3 PAVILION,*Unspecified,,66604,20177003603.0
3912,1500 SW 10th Ave,Topeka,SHAWNEE,5 NORTH,*Unspecified,,66604,20177003603.0
3913,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3914,1500 SW 10th Ave,Topeka,SHAWNEE,PRE-POST,*Unspecified,OR,66604,20177003603.0
3915,1500 SW 10th Ave,Topeka,SHAWNEE,POST-SURGICAL-7 SOUTH,*Unspecified,,66604,20177003603.0
3916,1979 Milky Way,VERONA,*Unspecified,EMH ANTEPARTUM,Obstetrics,L&D,53593,55025012700.0
3917,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3918,1500 SW 10th Ave,Topeka,SHAWNEE,POST-SURGICAL-4WEST,*Unspecified,,66604,20177003603.0
3919,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3920,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3921,1500 SW 10th Ave 340B00935100SV,Topeka,SHAWNEE,GERO-PSYCH-6WEST,*Unspecified,,66604,20177003603.0
3922,1500 SW 10th Ave 340B00935100SV,Topeka,SHAWNEE,GERO-PSYCH-6WEST,*Unspecified,,66604,20177003603.0
3923,1500 SW 10th Ave 340B00935100SV,Topeka,SHAWNEE,GERO-PSYCH-6WEST,*Unspecified,,66604,20177003603.0
3924,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3925,1500 SW 10th Ave,Topeka,SHAWNEE,CVOPC,*Unspecified,,66604,20177003603.0
3926,1500 SW 10th Ave,Topeka,SHAWNEE,3 PAVILION,*Unspecified,,66604,20177003603.0
3927,1979 Milky Way,VERONA,*Unspecified,EMH POSTPARTUM,*Unspecified,L&D,53593,55025012700.0
3928,1500 SW 10th Ave,Topeka,SHAWNEE,POST-SURGICAL-7 SOUTH,*Unspecified,,66604,20177003603.0
3929,3707 SW 6th Ave,Topeka,SHAWNEE,SVW-CHILD/ADOLESCENT,*Unspecified,,66606,20177000500.0
3930,1500 SW 10th Ave,Topeka,SHAWNEE,POST-SURGICAL-7 SOUTH,*Unspecified,,66604,20177003603.0
3931,1500 SW 10th Ave,Topeka,SHAWNEE,POST-SURGICAL-7 SOUTH,*Unspecified,,66604,20177003603.0
3932,1500 SW 10th Ave,Topeka,SHAWNEE,6 NORTH,*Unspecified,,66604,20177003603.0
3933,1500 SW 10th Ave,Topeka,SHAWNEE,BIRTHPLACE,Obstetrics,L&D,66604,20177003603.0
3934,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3935,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3936,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3937,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3938,1979 Milky Way,VERONA,*Unspecified,EMH RECOVERY,*Unspecified,OR,53593,55025012700.0
3939,1500 SW 10th Ave,Topeka,SHAWNEE,SPINE CENTER,*Unspecified,,66604,20177003603.0
3940,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3941,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3942,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3943,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3944,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3945,1500 SW 10th Ave,Topeka,SHAWNEE,SPINE CENTER,*Unspecified,,66604,20177003603.0
3946,1500 SW 10th Ave,Topeka,SHAWNEE,SPINE CENTER,*Unspecified,,66604,20177003603.0
3947,1500 SW 10th Ave,Topeka,SHAWNEE,SPINE CENTER,*Unspecified,,66604,20177003603.0
3948,1500 SW 10th Ave,Topeka,SHAWNEE,SPINE CENTER,*Unspecified,,66604,20177003603.0
3949,1979 Milky Way,VERONA,*Unspecified,EMH RECOVERY,*Unspecified,OR,53593,55025012700.0
3950,1500 SW 10th Ave,Topeka,SHAWNEE,SPINE CENTER,*Unspecified,,66604,20177003603.0
3951,1500 SW 10th Ave,Topeka,SHAWNEE,SPINE CENTER,*Unspecified,,66604,20177003603.0
3952,1500 SW 10th Ave,Topeka,SHAWNEE,SPINE CENTER,*Unspecified,,66604,20177003603.0
3953,1500 SW 10th Ave,Topeka,SHAWNEE,SPINE CENTER,*Unspecified,,66604,20177003603.0
3954,1500 SW 10th Ave,Topeka,SHAWNEE,SPINE CENTER,*Unspecified,,66604,20177003603.0
3955,1500 SW 10th Ave,Topeka,SHAWNEE,SPINE CENTER,*Unspecified,,66604,20177003603.0
3956,1500 SW 10th Ave,Topeka,SHAWNEE,SPINE CENTER,*Unspecified,,66604,20177003603.0
3957,1500 SW 10th Ave,Topeka,SHAWNEE,SPINE CENTER,*Unspecified,,66604,20177003603.0
3958,1500 SW 10th Ave,Topeka,SHAWNEE,SPINE CENTER,*Unspecified,,66604,20177003603.0
3959,1500 SW 10th Ave,Topeka,SHAWNEE,SPINE CENTER,*Unspecified,,66604,20177003603.0
3960,1979 Milky Way,VERONA,*Unspecified,EMH RECOVERY,*Unspecified,OR,53593,55025012700.0
3961,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3962,1500 SW 10th Ave,Topeka,SHAWNEE,6 NORTH,*Unspecified,,66604,20177003603.0
3963,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
3964,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
3965,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
3966,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
3967,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
3968,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
3969,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
3970,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
3971,1979 Milky Way,VERONA,*Unspecified,EMH RECOVERY,*Unspecified,OR,53593,55025012700.0
3972,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
3973,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
3974,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
3975,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
3976,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
3977,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
3978,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
3979,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
3980,1500 SW 10th Ave,Topeka,SHAWNEE,BIRTHPLACE,Obstetrics,L&D,66604,20177003603.0
3981,1500 SW 10th Ave,Topeka,SHAWNEE,3 PAVILION,*Unspecified,,66604,20177003603.0
3982,1979 Milky Way,VERONA,*Unspecified,EMH RECOVERY,*Unspecified,OR,53593,55025012700.0
3983,1500 SW 10th Ave,Topeka,SHAWNEE,JOINT CENTER,*Unspecified,,66604,20177003603.0
3984,1500 SW 10th Ave,Topeka,SHAWNEE,JOINT CENTER,*Unspecified,,66604,20177003603.0
3985,1500 SW 10th Ave,Topeka,SHAWNEE,JOINT CENTER,*Unspecified,,66604,20177003603.0
3986,1500 SW 10th Ave,Topeka,SHAWNEE,JOINT CENTER,*Unspecified,,66604,20177003603.0
3987,1500 SW 10th Ave,Topeka,SHAWNEE,JOINT CENTER,*Unspecified,,66604,20177003603.0
3988,3707 SW 6th Ave,Topeka,SHAWNEE,SVW-CHILD/ADOLESCENT,*Unspecified,,66606,20177000500.0
3989,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3990,1500 SW 10th Ave 340B00935100SV,Topeka,SHAWNEE,OP OBSERV UNIT,*Unspecified,,66604,20177003603.0
3991,1500 SW 10th Ave 340B00935100SV,Topeka,SHAWNEE,OP OBSERV UNIT,*Unspecified,,66604,20177003603.0
3992,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
3993,1979 Milky Way,VERONA,*Unspecified,EMH RECOVERY,*Unspecified,OR,53593,55025012700.0
3994,1500 SW 10th Ave,Topeka,SHAWNEE,PRE-POST,*Unspecified,OR,66604,20177003603.0
3995,1500 SW 10th Ave,Topeka,SHAWNEE,NIC,Neonatology,ICU,66604,20177003603.0
3996,1500 SW 10th Ave,Topeka,SHAWNEE,PRE-POST,*Unspecified,OR,66604,20177003603.0
3997,1500 SW 10th Ave,Topeka,SHAWNEE,5 NORTH,*Unspecified,,66604,20177003603.0
3998,1500 SW 10th Ave,Topeka,SHAWNEE,7 NORTH,*Unspecified,,66604,20177003603.0
3999,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4000,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4001,1500 SW 10th Ave,Topeka,SHAWNEE,PRE-POST,*Unspecified,OR,66604,20177003603.0
4002,1500 SW 10th Ave,Topeka,SHAWNEE,PRE-POST,*Unspecified,OR,66604,20177003603.0
4003,1500 SW 10th Ave,Topeka,SHAWNEE,BIRTHPLACE,Obstetrics,L&D,66604,20177003603.0
4004,1979 Milky Way,VERONA,*Unspecified,EMH RECOVERY,*Unspecified,OR,53593,55025012700.0
4005,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4006,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4007,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4008,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4009,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4010,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4011,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4012,1500 SW 10th Ave,Topeka,SHAWNEE,PRE-POST,*Unspecified,OR,66604,20177003603.0
4013,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4014,3707 SW 6th Ave,Topeka,SHAWNEE,SVW-ADULT,*Unspecified,,66606,20177000500.0
4015,1979 Milky Way,VERONA,*Unspecified,EMH RECOVERY,*Unspecified,OR,53593,55025012700.0
4016,1500 SW 10th Ave,Topeka,SHAWNEE,POST-SURGICAL-7 SOUTH,*Unspecified,,66604,20177003603.0
4017,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4018,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4019,1500 SW 10th Ave,Topeka,SHAWNEE,SPINE CENTER,*Unspecified,,66604,20177003603.0
4020,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4021,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4022,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4023,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4024,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4025,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4026,1979 Milky Way,VERONA,*Unspecified,EMH RECOVERY,*Unspecified,OR,53593,55025012700.0
4027,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4028,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4029,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4030,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4031,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4032,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4033,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4034,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4035,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4036,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4037,1979 Milky Way,VERONA,*Unspecified,EMH RECOVERY,*Unspecified,OR,53593,55025012700.0
4038,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4039,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4040,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4041,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4042,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4043,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4044,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4045,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4046,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4047,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4048,1979 Milky Way,VERONA,*Unspecified,EMH RECOVERY,*Unspecified,OR,53593,55025012700.0
4049,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4050,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4051,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4052,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4053,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4054,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4055,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4056,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4057,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4058,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4059,1979 Milky Way,VERONA,*Unspecified,EMH RECOVERY,*Unspecified,OR,53593,55025012700.0
4060,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4061,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4062,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4063,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4064,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4065,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4066,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4067,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4068,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4069,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4070,1979 Milky Way,VERONA,*Unspecified,EMH PSYCHIATRY,Psychiatry,,53593,55025012700.0
4071,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4072,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4073,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4074,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4075,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4076,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4077,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4078,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4079,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4080,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4081,1979 Milky Way,VERONA,*Unspecified,EMH PSYCHIATRY,Psychiatry,,53593,55025012700.0
4082,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4083,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4084,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4085,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4086,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4087,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4088,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4089,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4090,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4091,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4092,1979 Milky Way,VERONA,*Unspecified,EMH PSYCHIATRY,Psychiatry,,53593,55025012700.0
4093,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4094,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4095,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4096,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4097,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4098,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4099,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4100,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4101,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4102,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4103,1979 Milky Way,VERONA,*Unspecified,EMH PSYCHIATRY,Psychiatry,,53593,55025012700.0
4104,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4105,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4106,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4107,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4108,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4109,1500 SW 10th Ave,Topeka,SHAWNEE,CRITICAL CARE-PAVILION,Critical Care Medicine,ICU,66604,20177003603.0
4110,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4111,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4112,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4113,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4114,1979 Milky Way,VERONA,*Unspecified,EMH PSYCHIATRY,Psychiatry,,53593,55025012700.0
4115,1500 SW 10th Ave,Topeka,SHAWNEE,7 NORTH,*Unspecified,,66604,20177003603.0
4116,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4117,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4118,3707 SW 6th Ave,Topeka,SHAWNEE,SVW-ADULT,*Unspecified,,66606,20177000500.0
4119,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
4120,1500 SW 10th Ave,Topeka,SHAWNEE,7 NORTH,*Unspecified,,66604,20177003603.0
4121,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
4122,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
4123,1414 SW 8th Ave,Topeka,SHAWNEE,INFUSION CENTER,Infusion Therapy,HOD,66606,20177000500.0
4124,1500 SW 10th Ave,Topeka,SHAWNEE,EMERGENCY DEPARTMENT,Emergency Medicine,ED,66604,20177003603.0
4125,1979 Milky Way,VERONA,*Unspecified,EMH PRE-PROCEDURE,*Unspecified,OR,53593,55025012700.0
4126,1500 SW 10th Ave,Topeka,SHAWNEE,PEDIATRICS,Pediatrics,HOD,66604,20177003603.0
4127,1500 SW 10th Ave,Topeka,SHAWNEE,PEDIATRICS,Pediatrics,HOD,66604,20177003603.0
4128,1500 SW 10th Ave,Topeka,SHAWNEE,7 NORTH,*Unspecified,,66604,20177003603.0
4129,1500 SW 10th Ave,Topeka,SHAWNEE,6 NORTH,*Unspecified,,66604,20177003603.0
4130,1500 SW 10th Ave,Topeka,SHAWNEE,POST-SURGICAL-7 SOUTH,*Unspecified,,66604,20177003603.0
4131,1500 SW 10th Ave,Topeka,SHAWNEE,BIRTHPLACE,Obstetrics,L&D,66604,20177003603.0
4132,1500 SW 10th Ave,Topeka,SHAWNEE,SPINE CENTER,*Unspecified,,66604,20177003603.0
